FLAG,Avg_min_between_sent_tnx,Avg_min_between_received_tnx,Time_Diff_between_first_and_last_Mins,Sent_tnx,Received_Tnx,Number_of_Created_Contracts,Unique_Received_From_Addresses,Unique_Sent_To_Addresses,min_value_received,max_value_received,avg_val_received,min_val_sent,max_val_sent,avg_val_sent,min_value_sent_to_contract,max_val_sent_to_contract,total_Ether_sent,total_ether_received,total_ether_sent_contracts,total_ether_balance,Total_ERC20_tnxs,ERC20_total_Ether_received,ERC20_total_ether_sent,ERC20_total_Ether_sent_contract,ERC20_uniq_sent_addr,ERC20_uniq_rec_addr,ERC20_uniq_sent_addr.1,ERC20_uniq_rec_contract_addr,ERC20_min_val_rec,ERC20_max_val_rec,ERC20_avg_val_rec,ERC20_min_val_sent,ERC20_max_val_sent,ERC20_avg_val_sent,ERC20_uniq_sent_token_name,ERC20_uniq_rec_token_name,ERC20_most_sent_token_type,ERC20_most_rec_token_type
0,2754.97,2545.19,563551.12,90,124,0,2,3,0.005529,9.754938,1.390324,0.0,12.14453,1.915083,0.0,0.0,172.3574544,172.4001663,0.0,0.042711868,2,0.213366702,0.213366702,0.0,1,1,0,1,0.213367,0.213367,0.213367,0.213367,0.213367,0.213367,1,1,OmiseGO,OmiseGO
0,0.0,1619.66,226752.87,0,140,1,3,0,0.0,4.24027,1.687324,0.0,0.0,0.0,0.0,0.0,0.0,236.2253748,0.0,236.2253748,2,3.884870478,0.0,0.0,0,2,0,2,0.591335,3.293536,1.942435,0.0,0.0,0.0,0,2,No Token Usage,DATAcoin
0,22.77,0.0,68.3,3,1,0,1,3,101.0,101.0,101.0,2.532401,82.297378,33.666149,0.0,0.0,100.998446,101.0,0.0,0.001554,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
1,0.0,35.47,1542.87,1,37,0,29,1,0.000471,2.985,0.713636,26.403487,26.403487,26.403487,0.0,0.0,26.4034875,26.4045375,0.0,0.00105,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
1,0.0,8999.38,66356.18,1,4,0,4,1,0.16979,10.0,3.792448,15.16958,15.16958,15.16958,0.0,0.0,15.16958,15.16979,0.0,0.00021,3,104.7328,0.0,0.0,0,3,0,3,0.0,103.3958,34.910933,0.0,0.0,0.0,0,3,No Token Usage,VIU
0,0.0,0.0,17.8,1,1,0,1,1,5.0,5.0,5.0,4.999559,4.999559,4.999559,0.0,0.0,4.999559,5.0,0.0,0.000441,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,1708.91,3128.7,1061098.52,79,296,0,7,24,0.010245,677.961641,7.991117,0.05,910.0,23.742702,0.0,0.0,1875.673461,2365.37051,0.0,489.6970496,25,43243.91103,0.0,0.0,0,19,0,24,0.0,22091.25572,1729.756441,0.0,0.0,0.0,0,24,No Token Usage,INS Promo
0,32.12,0.0,96.37,3,1,0,1,3,101.0,101.0,101.0,0.005092,96.771725,33.666163,0.0,0.0,100.998488,101.0,0.0,0.001512,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
1,1767.98,66.0,9051.85,4,30,0,23,1,6.6e-05,4.0,0.674376,5.0,5.227832,5.056958,0.0,0.0,20.22783153,20.23127553,0.0,0.003444,1,1.337,0.0,0.0,0,1,0,1,1.337,1.337,1.337,0.0,0.0,0.0,0,1,No Token Usage,Blockwell say NOTSAFU
1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.337,0.0,0.0,0,1,0,1,1.337,1.337,1.337,0.0,0.0,0.0,0,1,No Token Usage,Blockwell say NOTSAFU
0,21.71,0.0,43.42,2,1,0,1,2,42.266,42.266,42.266,13.786765,28.478227,21.132496,0.0,0.0,42.264992,42.266,0.0,0.001008,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
1,14208.39,922.25,66606.6,4,11,0,9,3,0.05,6.664905,1.912137,0.05,21.350921,5.38773,0.0,0.0,21.55092074,21.03350374,0.0,-0.517417,3,4.337,0.0,0.0,0,3,0,3,0.0,3.0,1.445667,0.0,0.0,0.0,0,3,No Token Usage,Others
0,0.0,2099.86,226784.83,0,108,1,3,0,0.0,0.419104,0.204169,0.0,0.0,0.0,0.0,0.0,0.0,22.05025232,0.0,22.05025232,2,1.079119362,0.0,0.0,0,2,0,2,0.25131,0.82781,0.53956,0.0,0.0,0.0,0,2,No Token Usage,DATAcoin
0,0.0,1972.06,226787.22,0,115,1,5,0,0.0,1.662179,0.936017,0.0,0.0,0.0,0.0,0.0,0.0,107.6419719,0.0,107.6419719,2,2.656240274,0.0,0.0,0,2,0,2,0.52996,2.12628,1.32812,0.0,0.0,0.0,0,2,No Token Usage,OmiseGO
0,9.85,1650.83,200952.95,122,121,0,4,1,0.014515,0.11794,0.053027,0.013951,0.089557,0.052039,0.0,0.0,6.34869996,6.416314365,0.0,0.067614405,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,0.0,16063.69,112445.8,0,7,0,2,0,2.065,25.016337,11.166914,0.0,0.0,0.0,0.0,0.0,0.0,78.16840001,0.0,78.16840001,13,3294.486282,0.0,0.0,0,9,0,13,0.0,1563.368,253.422022,0.0,0.0,0.0,0,13,No Token Usage,Promodl
0,6.0,2259.52,387397.43,170,171,0,7,1,0.006,2.0,0.147889,0.097668,2.001153,0.147686,0.0,0.0,25.10659796,25.28910151,0.0,0.182503553,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,1146.68,13398.73,594068.1,39,41,0,4,3,1.0,36.63,6.293137,0.005332,36.629559,6.614556,0.0,0.0,257.96767,258.0186319,0.0,0.050961879,1,1500.0,0.0,0.0,0,1,0,1,1500.0,1500.0,1500.0,0.0,0.0,0.0,0,1,No Token Usage,Free BOB Tokens - BobsRepair.com
0,1827.38,756.35,8822.2,4,2,0,1,3,4.0,13.147916,8.573958,1.147412,9.999537,4.286509,0.0,0.0,17.14603541,17.14791558,0.0,0.001880163,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,6721.04,11363.65,1049182.78,102,32,0,14,37,0.008,1465.0,138.475386,0.0,962.465014,43.442336,0.0,0.0,4431.118309,4431.212343,0.0,0.094034742,119,550401.356,535425.8731,0.0,16,29,0,37,0.0,204999.0,7862.876515,0.0,196643.6821,10927.05863,18,37,Golem,ZRX
0,1583.6,14202.66,91550.33,4,6,0,2,1,0.194366,1.010165,0.704388,1.000407,1.009579,1.006638,0.0,0.0,4.02655003,4.226327765,0.0,0.199777735,6,422.9176556,0.0,0.0,0,4,0,6,0.0,365.0,70.486276,0.0,0.0,0.0,0,6,No Token Usage,Livepeer Token
0,0.0,0.0,1.0,1,1,0,1,1,1.146731,1.146731,1.146731,1.14626,1.14626,1.14626,0.0,0.0,1.146259554,1.14673119,0.0,0.000471636,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,69.46,629.44,8660.35,25,11,0,9,20,0.049,2.65,1.098115,0.009457,4.284785,0.482496,0.0,0.0,12.0623941,12.079266,0.0,0.016871896,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,18.47,566.31,700073.7,1110,1200,0,4,3,0.333368,19.050963,1.911302,0.332948,223.235577,2.065853,0.0,0.0,2293.096673,2293.562894,0.0,0.466221,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
1,1.68,7430.84,14865.05,2,2,0,2,1,0.1,0.104843,0.102422,0.099916,0.104843,0.102379,0.0,0.0,0.20475892,0.20484308,0.0,8.42e-05,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,19244.67,0.0,38489.35,2,1,0,1,2,7.986694,7.986694,7.986694,2.01,5.0,3.505,0.0,0.0,7.01,7.98669434,0.0,0.97669434,6,219.7506026,0.0,0.0,0,5,0,6,0.0,197.910572,36.6251,0.0,0.0,0.0,0,6,No Token Usage,XENON
0,1.53,0.12,4.82,3,2,0,2,3,943.411563,1057.588437,1000.5,1.0,1357.254592,666.999528,0.0,0.0,2000.998585,2001.0,0.0,0.001414909,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,156.18,0.0,312.37,2,1,0,1,2,101.0,101.0,101.0,2.0,98.999016,50.499508,0.0,0.0,100.9990158,101.0,0.0,0.000984218,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,5579.94,6407.41,437314.77,60,16,0,4,35,0.009,11.0,3.455751,0.0,10.9,1.170085,0.0,0.0,70.2051,55.29200992,0.0,-14.91309008,50,279530.5869,299971.8167,0.0,13,19,0,19,0.0,203119.9,9638.985754,0.0,203119.9,14284.37222,18,19,EOS,EOS
0,0.0,0.0,311.17,1,1,0,1,1,1.0,1.0,1.0,0.9978,0.9978,0.9978,0.0,0.0,0.9978,1.0,0.0,0.0022,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,0.0,0.0,88.55,1,1,0,1,1,2.009,2.009,2.009,2.008244,2.008244,2.008244,0.0,0.0,2.008244,2.009,0.0,0.000756,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,5.98,0.0,17.93,3,2,0,2,3,874.918247,1126.081753,1000.5,0.95,1628.39952,666.999528,0.0,0.0,2000.998585,2001.0,0.0,0.001414909,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,0.0,9813.68,88323.1,0,9,1,2,0,0.0,19.789623,12.635538,0.0,0.0,0.0,0.0,0.0,0.0,113.719838,0.0,113.719838,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,206.0,5686.24,831796.9,63,144,0,3,4,0.005,19.995,3.801252,0.004537,55.928803,8.68808,0.0,0.0,547.3490652,547.380302,0.0,0.031236763,2,100.3766315,0.0,0.0,0,2,0,2,0.376631,100.0,50.188316,0.0,0.0,0.0,0,2,No Token Usage,blockwell.ai KYC Casper Token
0,89647.51,7007.61,193310.23,2,2,0,2,2,0.043356,0.174277,0.108816,0.042915,0.173836,0.108375,0.0,0.0,0.21675093,0.21763293,0.0,0.000882,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,0.0,17668.4,88342.0,0,5,1,2,0,0.0,7.42469,2.250938,0.0,0.0,0.0,0.0,0.0,0.0,11.25469,0.0,11.25469,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,133.78,41.32,426886.48,148,9852,0,4686,5,3e-06,9998.999244,5.6928,0.1,9100.0,273.007432,0.0,0.0,40405.1,56085.46446,0.0,15680.36446,82,167912961.4,0.0,0.0,0,67,0,72,0.0,167848963.0,2047719.042,0.0,0.0,0.0,0,71,No Token Usage,Others
0,0.0,29446.55,88339.65,0,3,1,2,0,0.0,12.9,6.703333,0.0,0.0,0.0,0.0,0.0,0.0,20.11,0.0,20.11,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
1,172.66,426.74,158034.72,28,359,0,235,6,0.0,10.5,0.555887,0.0,16.4,3.429336,0.0,0.0,96.0214,199.5634188,0.0,103.5420188,21,3710.894769,3.06e-09,0.0,1,15,0,16,0.0,2018.0611,185.544738,0.0,0.0,0.0,1,16,Others,Tronix
0,745.89,18610.15,307459.07,13,16,0,2,1,0.347815,6.995,5.079551,0.347373,18.973918,6.250407,0.0,0.0,81.25529434,81.27281531,0.0,0.01752097,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,0.0,12333.54,148002.5,0,12,1,5,0,0.0,9.499416,3.923886,0.0,0.0,0.0,0.0,0.0,0.0,47.08662672,0.0,47.08662672,1,0.438443685,0.0,0.0,0,1,0,1,0.438444,0.438444,0.438444,0.0,0.0,0.0,0,1,No Token Usage,OmiseGO
0,4.09,0.0,12.27,3,2,0,2,3,720.749787,1280.250213,1000.5,1.0,1170.929183,666.999528,0.0,0.0,2000.998585,2001.0,0.0,0.001414909,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,1125.1,10336.98,462139.32,80,36,0,19,42,0.095,7.8591,2.429234,0.0,6.9,1.122761,0.0,0.0,89.82086,87.45243832,0.0,-2.36842168,56,559613.1354,559596.0286,0.0,14,22,0,18,0.0,330000.0,18052.03663,0.0,364354.0,22383.84114,13,18,Aeternity,StatusNetwork
0,0.0,0.0,261182.22,1,1,0,1,1,0.515148,0.515148,0.515148,0.514707,0.514707,0.514707,0.0,0.0,0.51470719,0.51514819,0.0,0.000441,4,131.1008362,0.0,0.0,0,4,0,4,0.0,120.759068,32.775209,0.0,0.0,0.0,0,4,No Token Usage,OmiseGO
1,50183.66,1174.97,435883.37,7,72,0,55,7,0.000436,12.103867,1.353241,0.014709,7.472704,2.160171,0.0,0.0,15.12120012,97.43334634,0.0,82.31214622,4,100.337,0.0,0.0,0,4,0,4,0.0,99.0,25.08425,0.0,0.0,0.0,0,4,No Token Usage,GSENetwork
0,24.04,1.01,74.15,3,2,0,2,3,27.094987,73.905013,50.5,0.903468,61.52335,33.666159,0.0,0.0,100.998477,101.0,0.0,0.001523001,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
1,471.48,32.22,4097.1,5,54,0,46,1,4e-06,19.9918,1.266724,3.0,25.0,13.679344,0.0,0.0,68.3967205,68.4031045,0.0,0.006384,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,2.58,3038.56,51699.4,17,17,0,3,1,1.0,38.193777,14.495128,0.999478,38.193197,14.494565,0.0,0.0,246.4076098,246.4171781,0.0,0.009568319,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,3.64,10065.3,130896.27,13,13,0,2,13,0.094681,11.09407,1.080114,0.094219,11.093621,1.079675,0.0,0.0,14.03577308,14.04148731,0.0,0.005714234,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
1,0.0,1323.97,11504.4,1,3,0,2,1,0.582332,1.532456,0.959636,2.875,2.875,2.875,0.0,0.0,2.875,2.87890664,0.0,0.00390664,1,13.37,0.0,0.0,0,1,0,1,13.37,13.37,13.37,0.0,0.0,0.0,0,1,No Token Usage,Blockwell say NOTSAFU
0,164.22,0.0,328.45,2,1,0,1,2,101.0,101.0,101.0,1.335323,99.663651,50.499487,0.0,0.0,100.9989738,101.0,0.0,0.001026218,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,0.0,0.0,523.23,1,1,0,1,1,3.077284,3.077284,3.077284,3.076664,3.076664,3.076664,0.0,0.0,3.07666387,3.07728387,0.0,0.00062,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,0.0,2636.28,5272.57,0,2,1,2,0,1.221383,1.811802,1.516592,0.0,0.0,0.0,0.0,0.0,0.0,3.03318486,0.0,3.03318486,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
1,0.0,124.59,291904.9,1,46,0,36,1,0.005,10.0,1.602074,74.204564,74.204564,74.204564,0.0,0.0,74.20456437,73.69542537,0.0,-0.509139,4,100.337,0.0,0.0,0,4,0,4,0.0,99.0,25.08425,0.0,0.0,0.0,0,4,No Token Usage,GSENetwork
0,162.5,0.24,325.48,2,2,0,2,2,10.939972,90.060028,50.5,6.067009,94.931965,50.499487,0.0,0.0,100.9989738,101.0,0.0,0.001026218,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,31007.59,0.0,93022.78,3,1,0,1,2,0.018234,0.018234,0.018234,0.000261,0.015921,0.005835,0.0,0.0,0.017505449,0.01823406,0.0,0.000728611,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,109.51,0.7,329.92,3,2,0,2,2,4.801427,96.198573,50.5,0.499228,99.499746,33.666165,0.0,0.0,100.9984936,101.0,0.0,0.001506437,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
